,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Road_Surface_Conditions,Speed_limit,Time,Weather_Conditions,Year_y
966,200501CP00153,Slight,22/07/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,9:57,Fine no high winds,2005
967,200501CP00154,Slight,25/07/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,16:46,Fine no high winds,2005
968,200501CP00154,Slight,25/07/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,16:46,Fine no high winds,2005
969,200501CP00155,Slight,25/07/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,17:15,Fine no high winds,2005
970,200501CP00156,Slight,26/07/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,19:23,Fine no high winds,2005
971,200501CP00157,Slight,27/07/2005,Wednesday,Daylight,1,2,0.0,0.0,Wet or damp,30,7:25,Raining no high winds,2005
972,200501CP00158,Serious,27/07/2005,Wednesday,Daylight,1,2,0.0,5.0,Wet or damp,30,13:15,Raining no high winds,2005
973,200501CP00159,Slight,22/07/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,10:15,Fine no high winds,2005
974,200501CP00160,Serious,28/07/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,17:00,Fine no high winds,2005
975,200501CP00161,Slight,28/07/2005,Thursday,Daylight,1,2,0.0,8.0,Dry,30,18:30,Fine no high winds,2005
976,200501CP00162,Slight,15/07/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,10:45,Fine no high winds,2005
977,200501CP00163,Slight,01/08/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,13:00,Fine no high winds,2005
978,200501CP00164,Slight,01/08/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,14:39,Fine no high winds,2005
979,200501CP00165,Serious,02/08/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,8:00,Fine no high winds,2005
980,200501CP00166,Slight,03/08/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,9:00,Fine no high winds,2005
981,200501CP00167,Slight,03/08/2005,Wednesday,Daylight,2,1,0.0,5.0,Dry,30,9:50,Fine no high winds,2005
982,200501CP00168,Slight,03/08/2005,Wednesday,Daylight,2,1,0.0,0.0,Dry,30,14:15,Fine no high winds,2005
983,200501CP00169,Slight,03/08/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,20:20,Fine no high winds,2005
984,200501CP00170,Serious,04/08/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,17:00,Fine no high winds,2005
985,200501CP00171,Slight,05/08/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:55,Other,2005
986,200501CP00171,Slight,05/08/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:55,Other,2005
987,200501CP00172,Slight,10/08/2005,Wednesday,Daylight,1,2,0.0,4.0,Dry,30,7:50,Fine no high winds,2005
988,200501CP00173,Slight,10/08/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,9:22,Fine no high winds,2005
989,200501CP00174,Slight,10/08/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,9:52,Fine no high winds,2005
990,200501CP00175,Slight,10/08/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,14:40,Fine no high winds,2005
991,200501CP00176,Slight,12/08/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,9:50,Fine no high winds,2005
992,200501CP00177,Serious,13/08/2005,Saturday,Daylight,1,2,0.0,0.0,Dry,30,12:40,Fine no high winds,2005
993,200501CP00178,Slight,15/08/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,6:40,Fine no high winds,2005
994,200501CP00179,Slight,03/08/2005,Wednesday,Daylight,1,3,0.0,5.0,Dry,30,18:20,Fine no high winds,2005
995,200501CP00180,Slight,17/08/2005,Wednesday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,23:45,Fine no high winds,2005
996,200501CP00181,Slight,19/08/2005,Friday,Daylight,1,1,0.0,4.0,Wet or damp,30,11:00,Fine no high winds,2005
997,200501CP00182,Slight,17/08/2005,Wednesday,Daylight,1,1,0.0,5.0,Dry,30,11:34,Fine no high winds,2005
998,200501CP00183,Slight,21/08/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,1:00,Fine no high winds,2005
999,200501CP00184,Serious,30/08/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,4:40,Fine no high winds,2005
1000,200501CP00185,Slight,25/08/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,12:58,Fine no high winds,2005
1001,200501CP00186,Serious,25/08/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,18:21,Fine no high winds,2005
1002,200501CP00187,Serious,25/08/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:41,Fine no high winds,2005
1003,200501CP00188,Slight,25/08/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,22:36,Fine no high winds,2005
1004,200501CP00189,Slight,25/08/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,22:07,Fine no high winds,2005
1005,200501CP00190,Slight,26/08/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,20:56,Fine no high winds,2005
1006,200501CP00191,Serious,31/08/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,8:27,Fine no high winds,2005
1007,200501CP00192,Slight,31/08/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,11:00,Fine no high winds,2005
1008,200501CP00193,Slight,16/08/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,8:00,Fine no high winds,2005
1009,200501CP00194,Slight,16/08/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,18:27,Fine no high winds,2005
1010,200501CP00195,Slight,04/09/2005,Sunday,Daylight,1,1,0.0,0.0,Dry,30,13:21,Fine no high winds,2005
1011,200501CP00196,Serious,06/09/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,10:22,Fine no high winds,2005
1012,200501CP00197,Slight,07/09/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,18:45,Fine no high winds,2005
1013,200501CP00198,Slight,08/09/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,8:05,Fine no high winds,2005
1014,200501CP00199,Slight,09/09/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,23:33,Fine no high winds,2005
1015,200501CP00200,Slight,12/09/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,10:30,Fine no high winds,2005
1016,200501CP00201,Slight,12/09/2005,Monday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:40,Raining no high winds,2005
1017,200501CP00202,Slight,13/09/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,17:20,Fine no high winds,2005
1018,200501CP00203,Slight,13/09/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,8:55,Fine no high winds,2005
1019,200501CP00204,Slight,16/09/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,12:05,Fine no high winds,2005
1020,200501CP00204,Slight,16/09/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,12:05,Fine no high winds,2005
1021,200501CP00205,Slight,16/09/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,12:50,Fine no high winds,2005
1022,200501CP00206,Slight,12/09/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,18:21,Fine no high winds,2005
1023,200501CP00207,Slight,19/09/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,18:22,Fine no high winds,2005
1024,200501CP00208,Slight,19/09/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,12:30,Fine no high winds,2005
1025,200501CP00209,Slight,20/09/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,17:50,Fine no high winds,2005
1026,200501CP00210,Slight,21/09/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,3:40,Fine no high winds,2005
1027,200501CP00211,Slight,20/09/2005,Tuesday,Daylight,1,3,0.0,0.0,Dry,30,7:03,Fine no high winds,2005
1028,200501CP00212,Slight,20/09/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,9:00,Fine no high winds,2005
1029,200501CP00213,Slight,20/09/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,15:35,Fine no high winds,2005
1030,200501CP00214,Slight,21/09/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,8:40,Fine no high winds,2005
1031,200501CP00215,Serious,23/09/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,20:34,Fine no high winds,2005
1032,200501CP00216,Serious,16/09/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,22:11,Fine no high winds,2005
1033,200501CP00217,Slight,21/09/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,18:35,Fine no high winds,2005
1034,200501CP00218,Slight,22/09/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,14:08,Fine no high winds,2005
1035,200501CP00219,Slight,22/09/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,16:45,Fine no high winds,2005
1036,200501CP00220,Slight,23/09/2005,Friday,Daylight,2,2,0.0,5.0,Dry,30,16:32,Fine no high winds,2005
1037,200501CP00220,Slight,23/09/2005,Friday,Daylight,2,2,0.0,5.0,Dry,30,16:32,Fine no high winds,2005
1038,200501CP00221,Serious,07/09/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,17:33,Fine no high winds,2005
1039,200501CP00221,Serious,07/09/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,17:33,Fine no high winds,2005
1040,200501CP00222,Slight,26/09/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,10:00,Fine no high winds,2005
1041,200501CP00223,Slight,26/09/2005,Monday,Daylight,1,2,0.0,0.0,Wet or damp,30,10:39,Raining + high winds,2005
1042,200501CP00224,Slight,26/09/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,18:31,Fine no high winds,2005
1043,200501CP00225,Slight,27/09/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,17:17,Fine no high winds,2005
1044,200501CP00226,Slight,15/09/2005,Thursday,Darkness - lights lit,2,1,0.0,4.0,Dry,30,20:50,Fine no high winds,2005
1045,200501CP00227,Slight,05/08/2005,Friday,Daylight,1,2,0.0,5.0,Wet or damp,30,8:43,Other,2005
1046,200501CP00228,Slight,28/09/2005,Wednesday,Daylight,1,2,2.0,0.0,Dry,30,17:23,Fine no high winds,2005
1047,200501CP00228,Slight,28/09/2005,Wednesday,Daylight,1,2,2.0,0.0,Dry,30,17:23,Fine no high winds,2005
1048,200501CP00229,Slight,30/09/2005,Friday,Daylight,1,1,0.0,5.0,Wet or damp,30,10:45,Other,2005
1049,200501CP00230,Slight,30/09/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:40,Fine no high winds,2005
1050,200501CP00231,Slight,30/09/2005,Friday,Darkness - lights lit,1,3,0.0,0.0,Wet or damp,30,21:17,Raining no high winds,2005
1051,200501CP00232,Slight,06/10/2005,Thursday,Daylight,2,2,0.0,0.0,Dry,30,15:53,Fine no high winds,2005
1052,200501CP00233,Slight,13/10/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,6:25,Raining no high winds,2005
1053,200501CP00234,Slight,23/08/2005,Tuesday,Daylight,2,2,0.0,5.0,Dry,30,10:01,Fine no high winds,2005
1054,200501CP00235,Serious,13/10/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,13:50,Raining no high winds,2005
1055,200501CP00236,Slight,13/10/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,16:30,Other,2005
1056,200501CP00237,Slight,16/10/2005,Sunday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,21:25,Raining no high winds,2005
1057,200501CP00238,Slight,21/10/2005,Friday,Daylight,1,2,0.0,5.0,Wet or damp,30,11:00,Raining no high winds,2005
1058,200501CP00239,Slight,21/10/2005,Friday,Daylight,1,2,0.0,4.0,Dry,30,16:40,Fine no high winds,2005
1059,200501CP00240,Serious,21/10/2005,Friday,Daylight,1,2,0.0,5.0,Dry,30,17:50,Fine no high winds,2005
1060,200501CP00241,Slight,24/10/2005,Monday,Daylight,1,2,0.0,5.0,Wet or damp,30,8:50,Raining no high winds,2005
1061,200501CP00242,Slight,25/10/2005,Tuesday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,18:25,Fine no high winds,2005
1062,200501CP00243,Slight,25/10/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,19:15,Fine + high winds,2005
1063,200501CP00244,Slight,25/10/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,22:31,Fine no high winds,2005
1064,200501CP00245,Slight,26/10/2005,Wednesday,Daylight,1,2,0.0,5.0,Dry,30,8:55,Fine no high winds,2005
1065,200501CP00246,Slight,27/10/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,8:35,Fine no high winds,2005
1066,200501CP00247,Slight,27/10/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,14:05,Fine no high winds,2005
1067,200501CP00248,Slight,27/10/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,11:52,Fine no high winds,2005
1068,200501CP00249,Slight,28/10/2005,Friday,Daylight,2,1,0.0,5.0,Dry,30,13:39,Fine no high winds,2005
1069,200501CP00250,Slight,06/10/2005,Thursday,Daylight,3,2,0.0,0.0,Dry,30,12:04,Fine no high winds,2005
1070,200501CP00251,Slight,03/10/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,9:32,Fine no high winds,2005
1071,200501CP00252,Slight,04/10/2005,Tuesday,Darkness - lights lit,1,2,0.0,7.0,Dry,30,22:10,Fine no high winds,2005
1072,200501CP00252,Slight,04/10/2005,Tuesday,Darkness - lights lit,1,2,0.0,7.0,Dry,30,22:10,Fine no high winds,2005
1073,200501CP00253,Slight,03/11/2005,Thursday,Daylight,1,1,0.0,0.0,Wet or damp,30,14:05,Fine + high winds,2005
1074,200501CP00254,Slight,03/11/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,15:00,Fine no high winds,2005
1075,200501CP00255,Slight,03/11/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,22:20,Fine no high winds,2005
1076,200501CP00256,Serious,04/11/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,16:00,Fine no high winds,2005
1077,200501CP00257,Slight,06/11/2005,Sunday,Daylight,2,1,0.0,5.0,Dry,30,7:50,Fine no high winds,2005
1078,200501CP00258,Slight,08/11/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,8:45,Fine no high winds,2005
1079,200501CP00259,Slight,08/11/2005,Tuesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:00,Other,2005
1080,200501CP00260,Slight,09/11/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,22:30,Raining no high winds,2005
1081,200501CP00261,Slight,09/11/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,14:31,Fine no high winds,2005
1082,200501CP00262,Slight,11/10/2005,Tuesday,Daylight,1,1,0.0,0.0,Dry,30,15:25,Fine no high winds,2005
1083,200501CP00263,Slight,12/11/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,1:21,Fine no high winds,2005
1084,200501CP00264,Slight,14/11/2005,Monday,Darkness - lights lit,1,1,0.0,8.0,Dry,30,17:15,Fine no high winds,2005
1085,200501CP00265,Slight,14/11/2005,Monday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,21:45,Fine no high winds,2005
1086,200501CP00266,Slight,15/11/2005,Tuesday,Daylight,1,2,0.0,0.0,Wet or damp,30,9:14,Fine no high winds,2005
1087,200501CP00266,Slight,15/11/2005,Tuesday,Daylight,1,2,0.0,0.0,Wet or damp,30,9:14,Fine no high winds,2005
1088,200501CP00267,Slight,19/10/2005,Wednesday,Daylight,1,1,0.0,5.0,Wet or damp,30,8:26,Raining no high winds,2005
1089,200501CP00268,Slight,20/10/2005,Thursday,Daylight,1,2,0.0,5.0,Wet or damp,30,7:10,Fine no high winds,2005
1090,200501CP00269,Slight,15/11/2005,Tuesday,Darkness - lights lit,3,2,0.0,0.0,Dry,30,17:45,Fine no high winds,2005
1091,200501CP00270,Slight,16/11/2005,Wednesday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,23:15,Fine no high winds,2005
1092,200501CP00271,Slight,17/11/2005,Thursday,Daylight,1,2,0.0,5.0,Dry,30,9:50,Fine no high winds,2005
1093,200501CP00272,Slight,17/11/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,18:10,Fine no high winds,2005
1094,200501CP00273,Slight,21/11/2005,Monday,Daylight,1,2,0.0,5.0,Dry,30,9:02,Fine no high winds,2005
1095,200501CP00274,Slight,21/11/2005,Monday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,17:55,Fine no high winds,2005
1096,200501CP00275,Slight,26/11/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,0:10,Fine no high winds,2005
1097,200501CP00276,Slight,24/11/2005,Thursday,Daylight,1,2,0.0,0.0,Wet or damp,30,9:15,Fine no high winds,2005
1098,200501CP00277,Serious,25/11/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,7:21,Other,2005
1099,200501CP00278,Slight,28/11/2005,Monday,Daylight,1,1,0.0,5.0,Dry,30,14:20,Fine no high winds,2005
1100,200501CP00279,Slight,29/11/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,5:05,Fine no high winds,2005
1101,200501CP00280,Slight,29/11/2005,Tuesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,16:39,Fine no high winds,2005
1102,200501CP00281,Slight,01/11/2005,Tuesday,Daylight,1,2,0.0,0.0,Dry,30,10:55,Fine no high winds,2005
1103,200501CP00282,Slight,14/09/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,17:15,Fine no high winds,2005
1104,200501CP00283,Slight,15/12/2005,Thursday,Daylight,1,2,0.0,0.0,Dry,30,11:00,Unknown,2005
1105,200501CP00284,Slight,23/11/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,18:45,Fine no high winds,2005
1106,200501CP00285,Slight,28/11/2005,Monday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,21:42,Fine no high winds,2005
1107,200501CP00286,Slight,01/12/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,16:20,Fine no high winds,2005
1108,200501CP00287,Serious,01/12/2005,Thursday,Darkness - lights lit,2,1,0.0,5.0,Wet or damp,30,23:30,Raining no high winds,2005
1109,200501CP00288,Slight,02/12/2005,Friday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,7:30,Fine no high winds,2005
1110,200501CP00289,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Wet or damp,30,8:20,Fine no high winds,2005
1111,200501CP00290,Slight,02/12/2005,Friday,Daylight,1,2,0.0,0.0,Dry,30,9:15,Fine no high winds,2005
1112,200501CP00291,Slight,05/12/2005,Monday,Daylight,1,1,0.0,0.0,Dry,30,12:00,Fine no high winds,2005
1113,200501CP00292,Slight,05/12/2005,Monday,Daylight,2,3,0.0,0.0,Dry,30,14:15,Fine no high winds,2005
1114,200501CP00293,Slight,06/12/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,10:45,Fine no high winds,2005
1115,200501CP00294,Slight,02/12/2005,Friday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:00,Fine no high winds,2005
1116,200501CP00295,Slight,07/12/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,12:05,Fine no high winds,2005
1117,200501CP00296,Slight,07/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:15,Fine no high winds,2005
1118,200501CP00296,Slight,07/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,19:15,Fine no high winds,2005
1119,200501CP00297,Slight,07/12/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,23:30,Fine no high winds,2005
1120,200501CP00298,Slight,27/11/2005,Sunday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:00,Fine no high winds,2005
1121,200501CP00299,Slight,09/12/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,7:35,Fine no high winds,2005
1122,200501CP00300,Slight,09/12/2005,Friday,Daylight,1,1,0.0,0.0,Dry,30,13:02,Fine no high winds,2005
1123,200501CP00301,Slight,10/12/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,0:15,Fine no high winds,2005
1124,200501CP00302,Slight,11/12/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,2:50,Fine no high winds,2005
1125,200501CP00303,Slight,14/12/2005,Wednesday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:40,Fine no high winds,2005
1126,200501CP00304,Slight,17/12/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,1:00,Fine no high winds,2005
1127,200501CP00305,Slight,21/12/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,12:05,Fine no high winds,2005
1128,200501CP00305,Slight,21/12/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,12:05,Fine no high winds,2005
1129,200501CP00306,Slight,23/12/2005,Friday,Darkness - lights lit,2,2,0.0,5.0,Dry,30,2:38,Fine no high winds,2005
1130,200501CP00307,Slight,17/11/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,18:10,Fine no high winds,2005
1131,200501CP09007,Slight,12/11/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,20:38,Fine no high winds,2005
1132,200501CW10002,Slight,04/01/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,9:28,Fine no high winds,2005
1133,200501CW10003,Slight,01/01/2005,Saturday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,1:30,Fine no high winds,2005
1134,200501CW10008,Slight,12/01/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,9:00,Fine no high winds,2005
1135,200501CW10013,Slight,09/01/2005,Sunday,Darkness - lights lit,1,1,0.0,0.0,Dry,40,1:10,Fine no high winds,2005
1136,200501CW10014,Slight,09/01/2005,Sunday,Daylight,1,1,0.0,5.0,Wet or damp,30,15:00,Raining no high winds,2005
1137,200501CW10015,Slight,12/01/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,12:20,Fine no high winds,2005
1138,200501CW10016,Slight,14/01/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,2:30,Fine no high winds,2005
1139,200501CW10017,Slight,08/01/2005,Saturday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,20:15,Fine no high winds,2005
1140,200501CW10018,Slight,13/01/2005,Thursday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,17:33,Fine no high winds,2005
1141,200501CW10019,Slight,15/01/2005,Saturday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,17:31,Fine no high winds,2005
1142,200501CW10020,Slight,13/01/2005,Thursday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,17:15,Fine no high winds,2005
1143,200501CW10022,Slight,18/01/2005,Tuesday,Daylight,1,2,0.0,5.0,Dry,30,12:00,Fine no high winds,2005
1144,200501CW10023,Slight,08/01/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,10:28,Fine no high winds,2005
1145,200501CW10024,Slight,08/01/2005,Saturday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,15:58,Fine no high winds,2005
1146,200501CW10025,Slight,10/01/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Wet or damp,30,18:05,Fine no high winds,2005
1147,200501CW10026,Slight,20/01/2005,Thursday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,17:47,Fine no high winds,2005
1148,200501CW10028,Slight,05/01/2005,Wednesday,Daylight,1,1,0.0,0.0,Wet or damp,30,18:42,Raining no high winds,2005
1149,200501CW10029,Slight,22/01/2005,Saturday,Darkness - lights lit,1,2,0.0,5.0,Wet or damp,30,19:40,Fine no high winds,2005
1150,200501CW10030,Slight,11/01/2005,Tuesday,Darkness - lights lit,1,1,0.0,5.0,Wet or damp,30,17:08,Raining no high winds,2005
1151,200501CW10031,Slight,03/01/2005,Monday,Darkness - lights lit,3,2,0.0,0.0,Wet or damp,40,6:58,Fine no high winds,2005
1152,200501CW10032,Slight,07/01/2005,Friday,Daylight,1,1,0.0,8.0,Dry,30,14:10,Fine no high winds,2005
1153,200501CW10033,Slight,06/01/2005,Thursday,Darkness - lights lit,2,2,0.0,0.0,Dry,30,18:45,Fine no high winds,2005
1154,200501CW10034,Slight,06/01/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,23:38,Fine no high winds,2005
1155,200501CW10036,Slight,22/01/2005,Saturday,Daylight,1,2,0.0,1.0,Dry,30,7:50,Fine no high winds,2005
1156,200501CW10037,Slight,10/01/2005,Monday,Darkness - lights lit,1,2,0.0,0.0,Dry,30,0:36,Fine no high winds,2005
1157,200501CW10038,Slight,11/01/2005,Tuesday,Daylight,1,1,0.0,5.0,Wet or damp,30,15:18,Raining no high winds,2005
1158,200501CW10039,Serious,12/01/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,12:24,Fine no high winds,2005
1159,200501CW10039,Serious,12/01/2005,Wednesday,Daylight,1,2,0.0,0.0,Dry,30,12:24,Fine no high winds,2005
1160,200501CW10040,Slight,22/01/2005,Saturday,Daylight,1,1,0.0,0.0,Dry,30,14:00,Fine no high winds,2005
1161,200501CW10041,Slight,14/01/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,17:29,Fine no high winds,2005
1162,200501CW10042,Slight,14/01/2005,Friday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,17:16,Fine no high winds,2005
1163,200501CW10043,Slight,14/02/2005,Monday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,21:17,Fine no high winds,2005
1164,200501CW10044,Slight,17/01/2005,Monday,Darkness - lights lit,1,1,0.0,5.0,Wet or damp,30,16:20,Raining no high winds,2005
1165,200501CW10045,Slight,17/01/2005,Monday,Darkness - lights lit,1,3,0.0,5.0,Wet or damp,30,17:12,Raining no high winds,2005
1166,200501CW10047,Slight,23/01/2005,Sunday,Darkness - lights lit,1,1,0.0,5.0,Dry,30,2:59,Fine no high winds,2005
1167,200501CW10049,Slight,10/01/2005,Monday,Daylight,1,2,0.0,0.0,Dry,30,8:00,Fine no high winds,2005
1168,200501CW10050,Slight,19/01/2005,Wednesday,Darkness - lights lit,1,1,0.0,0.0,Wet or damp,30,17:01,Raining no high winds,2005
1169,200501CW10052,Slight,19/01/2005,Wednesday,Daylight,1,1,0.0,0.0,Dry,40,11:55,Fine no high winds,2005
1170,200501CW10054,Slight,13/01/2005,Thursday,Daylight,2,2,0.0,5.0,Dry,30,9:17,Fine no high winds,2005
1171,200501CW10055,Serious,13/01/2005,Thursday,Darkness - lights lit,1,2,0.0,5.0,Dry,30,18:20,Fine no high winds,2005
1172,200501CW10056,Slight,11/01/2005,Tuesday,Daylight,1,1,0.0,0.0,Wet or damp,30,14:28,Raining no high winds,2005
1173,200501CW10057,Slight,14/01/2005,Friday,Darkness - lights lit,1,1,0.0,0.0,Dry,30,21:30,Fine no high winds,2005
1174,200501CW10058,Slight,16/01/2005,Sunday,Daylight,1,2,0.0,5.0,Dry,30,15:19,Fine no high winds,2005
